1460520759.1460553898.ar3,4.20,57.12,305.51,1.13,0,ground_map
1460521416.1460553978.ar3,4.38,57.12,310.94,1.14,0,ground_map
1460522074.1460554076.ar3,4.57,57.12,305.51,1.17,0,ground_map
1460522731.1460554152.ar3,4.75,57.12,305.51,1.24,0,ground_map
1460523389.1460554221.ar3,4.93,57.12,303.30,1.23,0,ground_map
1460524046.1460554285.ar3,5.12,57.12,305.51,1.30,0,ground_map
1460524704.1460554353.ar3,5.30,57.12,306.44,1.39,0,ground_map
1460525361.1460554412.ar3,5.48,57.12,305.51,1.46,0,ground_map
1460526019.1460554474.ar3,5.67,57.12,305.51,1.46,0,ground_map
1460526676.1460554531.ar3,5.85,57.12,301.35,1.36,0,ground_map
1460527333.1460554594.ar3,6.03,57.12,305.51,1.27,0,ground_map
1460528454.1460554695.ar3,6.33,55.12,305.50,1.22,0,ground_map
1460529112.1460554755.ar3,6.52,55.12,310.94,1.18,0,ground_map
1460529769.1460554825.ar3,6.70,55.12,305.50,1.14,0,ground_map
1460530427.1460574300.ar3,6.88,55.12,305.50,1.17,0,ground_map
1460531084.1460574448.ar3,7.07,55.12,303.29,1.17,0,ground_map
1460531741.1460574856.ar3,7.25,55.12,305.50,1.19,0,ground_map
1460532399.1460574991.ar3,7.43,55.12,306.43,1.22,0,ground_map
1460533056.1460575422.ar3,7.62,55.12,305.50,1.24,0,ground_map
1460533714.1460575510.ar3,7.80,55.12,302.86,1.22,0,ground_map
1460573494.1460608875.ar3,18.85,60.46,305.53,1.75,0,ground_map
1460574151.1460609066.ar3,19.03,60.46,310.97,1.80,0,ground_map
1460574808.1460609175.ar3,19.22,60.46,305.53,1.84,0,ground_map
1460575466.1460609261.ar3,19.40,60.46,305.53,1.95,0,ground_map
1460576123.1460609352.ar3,19.58,60.46,303.32,1.96,0,ground_map
1460576781.1460609438.ar3,19.77,60.46,305.53,1.87,0,ground_map
1460577438.1460609528.ar3,19.95,60.46,306.46,1.85,0,ground_map
1460578096.1460609668.ar3,20.13,60.46,305.53,2.01,0,ground_map
1460578753.1460609758.ar3,20.32,60.46,305.53,1.90,0,ground_map
1460579411.1460609852.ar3,20.50,60.46,301.37,1.95,0,ground_map
1460580068.1460609939.ar3,20.68,60.46,305.53,2.00,0,ground_map
1460584079.1460610026.ar3,21.78,57.12,305.51,1.98,0,ground_map
1460584736.1460618408.ar3,21.97,57.12,310.95,1.95,0,ground_map
1460585394.1460618539.ar3,22.15,57.12,305.51,1.93,0,ground_map
1460586051.1460618662.ar3,22.33,57.12,305.51,1.96,0,ground_map
1460586709.1460618773.ar3,22.52,57.12,303.30,1.96,0,ground_map
1460587366.1460618964.ar3,22.70,57.12,305.51,1.98,0,ground_map
1460588024.1460619108.ar3,22.88,57.12,306.44,2.01,0,ground_map
1460588681.1460619220.ar3,23.07,57.12,305.51,1.94,0,ground_map
1460589338.1460619312.ar3,23.25,57.12,305.51,1.94,0,ground_map
1460589996.1460619481.ar3,23.43,57.12,301.35,1.96,0,ground_map
1460590653.1460619682.ar3,23.62,57.12,305.51,1.93,0,ground_map
1460592358.1460619820.ar3,0.08,55.13,305.50,1.92,0,ground_map
1460593015.1460620113.ar3,0.27,55.13,310.94,1.86,0,ground_map
1460593673.1460620250.ar3,0.45,55.13,305.50,1.78,0,ground_map
1460594330.1460620369.ar3,0.63,55.13,305.50,1.70,0,ground_map
1460594988.1460620509.ar3,0.82,55.13,303.30,1.65,0,ground_map
1460595645.1460630494.ar3,1.00,55.13,305.50,1.58,0,ground_map
1460596303.1460630618.ar3,1.18,55.13,306.43,1.50,0,ground_map
1460596960.1460630720.ar3,1.37,55.13,305.50,1.47,0,ground_map
1460597617.1460630802.ar3,1.55,55.13,305.50,1.43,0,ground_map
1460598275.1460630892.ar3,1.73,55.13,301.34,1.42,0,ground_map
1460598932.1460631037.ar3,1.92,55.13,305.50,1.42,0,ground_map
1460615311.1460642376.ar3,6.47,57.12,305.51,1.34,0,ground_map
1460615969.1460642488.ar3,6.65,57.12,310.94,1.35,0,ground_map
1460616626.1460651433.ar3,6.83,57.12,305.51,1.35,0,ground_map
1460617284.1460651592.ar3,7.02,57.12,305.51,1.35,0,ground_map
1460617941.1460651699.ar3,7.20,57.12,303.30,1.36,0,ground_map
1460618599.1460651810.ar3,7.38,57.12,305.51,1.36,0,ground_map
1460619256.1460651914.ar3,7.57,57.12,306.44,1.35,0,ground_map
1460619914.1460652005.ar3,7.75,57.12,305.51,1.33,0,ground_map
1460620571.1460652103.ar3,7.93,57.12,305.51,1.33,0,ground_map
1460621228.1460652204.ar3,8.12,57.12,301.35,1.33,0,ground_map
1460621886.1460652304.ar3,8.30,57.12,305.51,1.33,0,ground_map
1460623284.1460652425.ar3,8.68,60.46,305.53,1.38,0,ground_map
1460623942.1460652513.ar3,8.87,60.46,310.97,1.40,0,ground_map
1460624599.1460652719.ar3,9.05,60.46,305.53,1.40,0,ground_map
1460625256.1460652825.ar3,9.23,60.46,305.53,1.42,0,ground_map
1460625914.1460652917.ar3,9.42,60.46,303.32,1.39,0,ground_map
1460626571.1460653014.ar3,9.60,60.46,305.53,1.34,0,ground_map
1460627229.1460653100.ar3,9.78,60.46,306.46,1.35,0,ground_map
1460627886.1460653195.ar3,9.97,60.46,305.53,1.37,0,ground_map
1460628544.1460653287.ar3,10.15,60.46,305.53,1.36,0,ground_map
1460629201.1460662054.ar3,10.33,60.46,301.37,1.34,0,ground_map
1460629859.1460662245.ar3,10.50,60.46,334.85,1.32,0,ground_map
1460915699.1460942405.ar3,17.90,60.46,180.53,5.22,0,test
1461038384.1461073528.ar3,3.98,50.52,61.70,-,1,ground_map
1461039041.1461073617.ar3,4.17,50.52,61.70,-,1,ground_map
1461039699.1461073699.ar3,4.35,50.52,61.70,-,1,ground_map
1461040356.1461073788.ar3,4.53,50.52,61.70,-,1,ground_map
1461041014.1461073908.ar3,4.72,50.52,61.70,-,1,ground_map
1461041671.1461073995.ar3,4.90,50.52,61.70,-,1,ground_map
1461042049.1461074084.ar3,5.00,50.52,61.70,-,1,ground_map
1461042706.1461074183.ar3,5.18,50.52,61.70,-,1,ground_map
1461043364.1461074291.ar3,5.37,50.52,61.70,-,1,ground_map
1461044021.1461074379.ar3,5.55,50.52,61.70,-,1,ground_map
1461044679.1461074472.ar3,5.73,50.52,61.70,-,1,ground_map
1461045336.1461073346.ar3,5.92,50.52,61.70,-,1,ground_map
1461046133.1461073443.ar3,6.13,50.52,296.68,-,1,ground_map
1461116150.1461149238.ar3,1.58,60.46,313.40,-,1,ground_map
1461116808.1461149347.ar3,1.77,60.46,313.40,-,1,ground_map
1461117465.1461149442.ar3,1.95,60.46,313.40,-,1,ground_map
1461118123.1461149573.ar3,2.13,60.46,313.40,-,1,ground_map
1461118780.1461149668.ar3,2.32,60.46,313.40,-,0,ground_map
1461119438.1461149751.ar3,2.50,60.46,313.40,-,1,ground_map
1461119815.1461149796.ar3,2.60,60.46,313.40,-,1,ground_map
1461120472.1461149883.ar3,2.78,60.46,313.40,-,1,ground_map
1461121130.1461149970.ar3,2.97,60.46,313.40,-,1,ground_map
1461121787.1461150057.ar3,3.15,60.46,313.40,-,1,ground_map
1461122445.1461148907.ar3,3.33,60.46,313.40,-,1,ground_map
1461123102.1461149098.ar3,3.52,60.46,313.40,-,1,ground_map
1461123923.1461149144.ar3,3.75,60.46,44.40,-,1,ground_map
1461124580.1461160972.ar3,3.93,60.46,44.40,-,1,ground_map
1461125238.1461161086.ar3,4.12,60.46,44.40,-,1,ground_map
1461125895.1461161173.ar3,4.30,60.46,44.40,-,1,ground_map
1461126552.1461161259.ar3,4.48,60.46,44.40,-,0,ground_map
1461127210.1461161349.ar3,4.67,60.46,44.40,-,1,ground_map
1461127587.1461161394.ar3,4.77,60.46,44.40,-,1,ground_map
1461128245.1461161486.ar3,4.95,60.46,44.40,-,1,ground_map
1461128902.1461161573.ar3,5.13,60.46,44.40,-,1,ground_map
1461129560.1461161703.ar3,5.32,60.46,44.40,-,1,ground_map
1461130217.1461161819.ar3,5.50,60.46,44.40,-,1,ground_map
1461130875.1461161924.ar3,5.68,60.46,44.40,-,1,ground_map
1461131684.1461161984.ar3,5.90,50.52,296.68,-,1,ground_map
1461132341.1461162110.ar3,6.08,50.52,296.68,-,1,ground_map
1461132999.1461160440.ar3,6.27,50.52,296.68,-,1,ground_map
1461133656.1461160637.ar3,6.45,50.52,296.68,-,1,ground_map
1461134314.1461160820.ar3,6.63,50.52,296.68,-,1,ground_map
1461134971.1461160905.ar3,6.82,50.52,296.68,-,1,ground_map
1461135348.1461171615.ar3,6.92,50.52,296.68,-,1,ground_map
1461136006.1461171712.ar3,7.10,50.52,296.68,-,1,ground_map
1461136663.1461171823.ar3,7.28,50.52,296.68,-,1,ground_map
1461137321.1461171941.ar3,7.47,50.52,296.68,-,1,ground_map
1461137978.1461172069.ar3,7.65,50.52,296.68,-,1,ground_map
1461138636.1461172174.ar3,7.83,50.52,296.68,-,1,ground_map
1461139433.1461172225.ar3,8.05,50.52,61.70,-,1,ground_map
1461140091.1461172328.ar3,8.23,50.52,61.70,-,1,ground_map
1461140748.1461172413.ar3,8.42,50.52,61.70,-,1,ground_map
1461141406.1461172495.ar3,8.60,50.52,61.70,-,1,ground_map
1461142063.1461172597.ar3,8.78,50.52,61.70,-,1,ground_map
1461142721.1461172701.ar3,8.97,50.52,61.70,-,1,ground_map
1461143098.1461172759.ar3,9.07,50.52,61.70,-,1,ground_map
1461143755.1461172878.ar3,9.25,50.52,61.70,-,1,ground_map
1461144413.1461172980.ar3,9.43,50.52,61.70,-,1,ground_map
1461145070.1461173086.ar3,9.62,50.52,61.70,-,1,ground_map
1461145728.1461173212.ar3,9.80,50.52,61.70,-,1,ground_map
1461146385.1461180224.ar3,9.98,50.52,61.70,-,1,ground_map
1462240615.1462276147.ar3,1.93,33.54,101.75,1.82,1,mars
1462241220.1462276217.ar3,2.12,36.76,100.77,1.88,1,mars
1462242074.1462276342.ar3,2.35,39.98,99.81,1.94,1,mars
1462242926.1462276444.ar3,2.58,43.21,98.86,2.02,1,mars
1462243775.1462276540.ar3,2.82,46.43,97.91,2.16,1,mars
1462244623.1462276636.ar3,3.05,49.65,96.96,2.25,1,mars
1462245469.1462276732.ar3,3.28,52.88,96.00,2.12,1,mars
1462246313.1462276834.ar3,3.52,56.10,95.02,2.09,1,mars
1462247156.1462275438.ar3,3.75,59.33,94.01,2.07,1,mars
1462248328.1462275670.ar3,4.08,55.73,93.53,2.03,1,saturn
1462249170.1462275899.ar3,4.32,58.96,92.38,2.01,1,saturn
1462251032.1462286829.ar3,4.83,60.37,221.14,2.11,1,cen_a
1462252270.1462286983.ar3,5.18,57.22,224.70,2.13,1,cen_a
1462253432.1462287133.ar3,5.50,54.06,227.25,2.21,1,cen_a
1462254551.1462287266.ar3,5.82,50.89,229.09,2.31,1,cen_a
1462255639.1462287393.ar3,6.12,47.72,230.42,2.29,1,cen_a
1462256710.1462287559.ar3,6.42,44.54,231.35,2.22,1,cen_a
1462257766.1462287680.ar3,6.70,41.36,231.95,2.16,1,cen_a
1462258816.1462287701.ar3,7.00,38.19,232.29,2.26,1,cen_a
1462259861.1462286376.ar3,7.28,35.01,232.40,2.24,1,cen_a
1462263058.1462298019.ar3,8.17,60.35,265.50,2.23,1,mars
1462263899.1462298136.ar3,8.42,57.12,264.62,2.26,1,mars
1462264742.1462298235.ar3,8.65,53.90,263.75,2.25,1,mars
1462265587.1462298337.ar3,8.88,50.67,262.88,2.31,1,mars
1462266431.1462298435.ar3,9.12,47.45,262.01,2.34,1,mars
1462267278.1462298535.ar3,9.35,44.22,261.14,2.38,1,mars
1462268127.1462297006.ar3,9.58,41.00,260.26,2.48,1,mars
1462268978.1462297251.ar3,9.82,37.78,259.36,2.53,1,mars
1462269831.1462297453.ar3,10.05,34.56,258.44,2.55,1,mars
1462271017.1462297670.ar3,10.38,37.74,260.52,2.64,1,saturn
1462271868.1462297876.ar3,10.62,34.51,259.56,2.71,1,saturn
1462273291.1462308958.ar3,11.02,60.46,313.40,2.78,1,ground_map
1462273948.1462309047.ar3,11.20,60.46,313.40,2.78,1,ground_map
1462274606.1462309176.ar3,11.38,60.46,313.40,2.83,1,ground_map
1462275263.1462309268.ar3,11.57,60.46,313.40,2.87,1,ground_map
1462275921.1462309354.ar3,11.75,60.46,313.40,2.90,0,ground_map
1462276578.1462309443.ar3,11.93,60.46,313.40,2.94,1,ground_map
1462276956.1462309487.ar3,12.03,60.46,313.40,2.95,1,ground_map
1462277613.1462309583.ar3,12.22,60.46,313.40,3.07,1,ground_map
1462278271.1462307762.ar3,12.40,60.46,313.40,3.13,1,ground_map
1462278928.1462307951.ar3,12.58,60.46,313.40,3.13,1,ground_map
1462279585.1462308129.ar3,12.77,60.46,313.40,3.13,1,ground_map
1462280243.1462308353.ar3,12.95,60.46,313.40,3.10,1,ground_map
1462280952.1462308441.ar3,13.15,50.52,296.68,3.07,1,ground_map
1462281610.1462308626.ar3,13.33,50.52,296.68,3.09,1,ground_map
1462282267.1462308791.ar3,13.52,50.52,296.68,3.12,1,ground_map
1462282924.1462308876.ar3,13.70,50.52,296.68,3.15,1,ground_map
1462283582.1462317891.ar3,13.88,50.52,296.68,3.02,1,ground_map
1462284239.1462318060.ar3,14.05,50.52,296.68,3.03,1,ground_map
1462307367.1462340880.ar3,20.48,50.52,296.68,2.21,1,ground_map
1462308024.1462340963.ar3,20.67,50.52,296.68,2.28,1,ground_map
1462308682.1462341062.ar3,20.85,50.52,296.68,2.16,1,ground_map
1462309339.1462341148.ar3,21.03,50.52,296.68,2.19,1,ground_map
1462309996.1462341250.ar3,21.22,50.52,296.68,2.17,1,ground_map
1462310654.1462341334.ar3,21.40,50.52,296.68,2.15,0,ground_map
1462311032.1462341382.ar3,21.50,50.52,296.68,2.30,1,ground_map
1462311689.1462339999.ar3,21.68,50.52,296.68,2.47,1,ground_map
1462312347.1462340091.ar3,21.87,50.52,296.68,2.52,1,ground_map
1462313004.1462340371.ar3,22.05,50.52,296.68,2.58,1,ground_map
1462313662.1462340607.ar3,22.23,50.52,296.68,2.63,1,ground_map
1462314319.1462340742.ar3,22.42,50.52,296.68,2.71,1,ground_map
1462315183.1462340789.ar3,22.65,60.46,313.40,2.81,1,ground_map
1462315841.1462352384.ar3,22.83,60.46,313.40,2.86,1,ground_map
1462316498.1462352487.ar3,23.02,60.46,313.40,2.86,1,ground_map
1462317156.1462352589.ar3,23.20,60.46,313.40,2.83,1,ground_map
1462317813.1462352710.ar3,23.38,60.46,313.40,2.78,0,ground_map
1462318471.1462352796.ar3,23.57,60.46,313.40,2.79,1,ground_map
1462318848.1462352844.ar3,23.67,60.46,313.40,2.80,1,ground_map
1462319506.1462352938.ar3,23.85,60.46,313.40,2.78,1,ground_map
1462320163.1462350957.ar3,0.03,60.46,313.40,2.77,1,ground_map
1462320821.1462351165.ar3,0.22,60.46,313.40,2.73,1,ground_map
1462321478.1462351356.ar3,0.40,60.46,313.40,2.78,1,ground_map
1462322136.1462351512.ar3,0.58,60.46,313.40,2.81,1,ground_map
1462322957.1462351557.ar3,0.82,60.46,44.40,2.77,1,ground_map
1462323614.1462351838.ar3,1.00,60.46,44.40,2.82,1,ground_map
1462324272.1462352005.ar3,1.18,60.46,44.40,2.82,1,ground_map
1462324929.1462352172.ar3,1.37,60.46,44.40,2.94,1,ground_map
1462325587.1462352255.ar3,1.55,60.46,44.40,2.94,0,ground_map
1462326244.1462352339.ar3,1.73,60.46,44.40,2.92,1,ground_map
1462326622.1462362086.ar3,1.83,60.46,44.40,2.93,1,ground_map
1462327279.1462362171.ar3,2.02,60.46,44.40,2.88,1,ground_map
1462327937.1462362253.ar3,2.20,60.46,44.40,2.88,1,ground_map
1462328594.1462361388.ar3,2.38,60.46,44.40,2.84,1,ground_map
1462329252.1462361575.ar3,2.57,60.46,44.40,2.80,1,ground_map
1462329909.1462361731.ar3,2.75,60.46,44.40,2.75,1,ground_map
1462330618.1462361787.ar3,2.93,50.52,61.70,2.84,1,ground_map
1462331275.1462362018.ar3,3.12,50.52,61.70,2.84,1,ground_map
1462343545.1462372745.ar3,6.53,38.54,67.27,2.49,1,ground_map
1462344203.1462372829.ar3,6.72,38.54,67.27,2.50,1,ground_map
1462344860.1462371980.ar3,6.90,38.54,67.27,2.46,1,ground_map
1462345517.1462372166.ar3,7.08,38.54,67.27,2.45,1,ground_map
1462346175.1462372387.ar3,7.27,38.54,67.27,2.42,1,ground_map
1462346832.1462372518.ar3,7.45,38.54,67.27,2.39,1,ground_map
1462347210.1462372567.ar3,7.55,38.54,67.27,2.37,1,ground_map
1462347867.1462372649.ar3,7.73,38.54,67.27,2.41,1,ground_map
1462348525.1462384823.ar3,7.92,38.54,67.27,2.40,1,ground_map
1462349182.1462384909.ar3,8.10,38.54,67.27,2.37,1,ground_map
1462349840.1462384994.ar3,8.28,38.54,67.27,2.41,1,ground_map
1462350497.1462385083.ar3,8.47,38.54,67.27,2.40,1,ground_map
1462351289.1462385128.ar3,8.68,38.54,291.49,2.39,1,ground_map
1462351946.1462385216.ar3,8.87,38.54,291.49,2.38,1,ground_map
1462352604.1462385305.ar3,9.05,38.54,291.49,2.39,1,ground_map
1462353261.1462385392.ar3,9.23,38.54,291.49,2.46,1,ground_map
1462353919.1462385480.ar3,9.42,38.54,291.49,2.43,1,ground_map
1462354576.1462383709.ar3,9.60,38.54,291.49,2.44,1,ground_map
1462354954.1462383771.ar3,9.70,38.54,291.49,2.53,1,ground_map
1462355611.1462383966.ar3,9.88,38.54,291.49,2.64,1,ground_map
1462356269.1462384155.ar3,10.07,38.54,291.49,2.72,1,ground_map
1462356926.1462384433.ar3,10.25,38.54,291.49,2.68,1,ground_map
1462357584.1462384683.ar3,10.43,38.54,291.49,2.65,1,ground_map
1462358241.1462384776.ar3,10.62,38.54,291.49,2.67,1,ground_map
1462359032.1462395605.ar3,10.83,38.54,67.27,2.63,1,ground_map
1462359690.1462395704.ar3,11.02,38.54,67.27,2.57,1,ground_map
1462360347.1462395793.ar3,11.20,38.54,67.27,2.51,1,ground_map
1462361005.1462395878.ar3,11.38,38.54,67.27,2.47,1,ground_map
1462361662.1462395970.ar3,11.57,38.54,67.27,2.42,1,ground_map
1462362320.1462396061.ar3,11.75,38.54,67.27,2.44,1,ground_map
1462362697.1462396108.ar3,11.85,38.54,67.27,2.44,1,ground_map
1462363355.1462396246.ar3,12.03,38.54,67.27,2.41,1,ground_map
1462364012.1462394193.ar3,12.22,38.54,67.27,2.45,1,ground_map
1462364670.1462394375.ar3,12.40,38.54,67.27,2.42,1,ground_map
1462365327.1462394565.ar3,12.58,38.54,67.27,2.32,1,ground_map
1462365985.1462394734.ar3,12.77,38.54,67.27,2.25,1,ground_map
1462366776.1462394864.ar3,12.98,38.54,291.49,2.24,1,ground_map
1462367433.1462395030.ar3,13.17,38.54,291.49,2.23,1,ground_map
1462368090.1462395215.ar3,13.35,38.54,291.49,2.23,1,ground_map
1462368748.1462395384.ar3,13.53,38.54,291.49,2.26,1,ground_map
1462369405.1462395470.ar3,13.72,38.54,291.49,2.28,1,ground_map
1462370063.1462405070.ar3,13.90,38.54,291.49,2.26,1,ground_map
1462370441.1462405118.ar3,14.00,38.54,291.49,2.22,1,ground_map
1462371098.1462405203.ar3,14.18,38.54,291.49,2.24,1,ground_map
1462371756.1462405288.ar3,14.37,38.54,291.49,2.25,1,ground_map
1462372413.1462404585.ar3,14.55,38.54,291.49,2.23,1,ground_map
1462373070.1462404766.ar3,14.73,38.54,291.49,2.23,1,ground_map
1462373728.1462404978.ar3,14.92,38.54,291.49,2.23,1,ground_map
1462396601.1462426222.ar3,21.27,33.67,63.02,3.35,0,jupiter
1462397515.1462426298.ar3,21.52,36.87,60.26,3.47,0,jupiter
1462398472.1462426381.ar3,21.78,40.07,57.13,3.20,0,jupiter
1462399461.1462426520.ar3,22.07,43.25,53.54,3.19,0,jupiter
1462401673.1462426627.ar3,22.68,33.55,127.51,3.13,0,cen_a
1462402225.1462438751.ar3,22.83,35.23,127.48,2.96,0,cen_a
1462402766.1462438791.ar3,22.98,36.91,127.50,2.82,0,cen_a
1462403330.1462438874.ar3,23.13,38.59,127.59,2.87,0,cen_a
1462403882.1462438915.ar3,23.30,40.27,127.74,2.84,0,cen_a
1462404427.1462438973.ar3,23.45,41.95,127.97,2.92,0,cen_a
1462404993.1462439013.ar3,23.60,43.63,128.26,2.93,0,cen_a
1462405550.1462439065.ar3,23.75,45.31,128.65,2.97,0,cen_a
1462406101.1462439105.ar3,23.92,46.98,129.13,3.07,0,cen_a
1462406674.1462439146.ar3,0.07,48.66,129.72,3.05,0,cen_a
1462407244.1462439188.ar3,0.23,50.33,130.42,3.00,0,cen_a
1462407807.1462439229.ar3,0.38,52.00,131.27,3.00,0,cen_a
1462408399.1462439271.ar3,0.55,53.67,132.27,3.07,0,cen_a
1462408989.1462439326.ar3,0.72,55.34,133.46,3.11,0,cen_a
1462409579.1462439370.ar3,0.88,57.00,134.88,3.01,0,cen_a
1462410203.1462439454.ar3,1.05,58.66,136.57,3.05,0,cen_a
1462410833.1462444193.ar3,1.22,60.31,138.60,2.87,0,cen_a
1462412579.1462444341.ar3,1.70,33.49,101.79,3.28,0,mars
1462413435.1462448660.ar3,1.95,36.71,100.81,3.13,0,mars
1462414799.1462448806.ar3,2.33,33.53,100.63,2.92,0,saturn
1462415653.1462448914.ar3,2.57,36.75,99.61,2.79,0,saturn
1462416503.1462449022.ar3,2.80,39.97,98.60,2.77,0,saturn
1462417354.1462449123.ar3,3.03,43.19,97.59,2.61,0,saturn
1462418201.1462449228.ar3,3.27,46.42,96.57,2.30,0,saturn
1462419045.1462449339.ar3,3.50,49.64,95.54,2.57,0,saturn
1462419890.1462449439.ar3,3.73,52.87,94.48,2.62,0,saturn
1462420733.1462449570.ar3,3.97,56.09,93.38,2.68,0,saturn
1462421574.1462449685.ar3,4.20,59.32,92.21,2.83,0,saturn
1462423498.1462449841.ar3,4.73,60.31,220.59,2.94,0,cen_a
1462424153.1462458094.ar3,4.92,58.66,222.69,2.92,0,cen_a
1462424784.1462458209.ar3,5.10,57.00,224.45,2.83,0,cen_a
1462425398.1462458313.ar3,5.27,55.34,225.93,2.83,0,cen_a
1462425999.1462458401.ar3,5.43,53.67,227.18,3.03,0,cen_a
